tbl_calc_nme;wf_nme;tsk_nme;lst_saccess_dt;tsk_status;src_tbl_nme;trg_tbl_nme;dependency_lvl
i$cam.v$soi_lic_zhm;wf_SKUAD_TSD_EXADATA_CAMsDATA_2_HIVE_DL_RAW_full_T97;tsk_diff_transformer_DL_RAW_CAMSDATA_T097_R1_measurement_full;2025-07-10T07:38:47.855Z;SUCCEEDED;DL_INTERFACE.camsdata_t097_r1;DL_RAW.camsdata_t097_r1;5
i$cam.v$soi_lic_zhm;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument]_[measurement];2025-08-08T08:27:16.604Z;SUCCEEDED;dl_interface.CAMsNBO_INCsDOCUMENT;dl_raw.CAMsNBO_INCsDOCUMENT;5
i$cam.v$soi_akciz_1151095;wf_[postgresql]_[tsd_knp]_[camsknp]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[large_full];tsk_transform_[dl_raw]_[camsknp_complex]_[measurement];2025-08-15T14:42:50.722Z;SUCCEEDED;DL_INTERFACE.CAMsKNP_COMPLEX;DL_RAW.CAMsKNP_COMPLEX;5
i$cam.v$soi_lic_zhm;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument_taxpayer]_[measurement_full];2025-08-08T07:52:04.812Z;SUCCEEDED;DL_INTERFACE.CAMsNBO_INCsDOCUMENT_TAXPAYER;DL_RAW.CAMsNBO_INCsDOCUMENT_TAXPAYER;5
i$cam.v$soi_vodnal;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument]_[measurement];2025-08-08T08:27:16.604Z;SUCCEEDED;dl_interface.CAMsNBO_INCsDOCUMENT;dl_raw.CAMsNBO_INCsDOCUMENT;5
i$cam.v$soi_vodnal;wf_[postgresql]_[tsd_knp]_[camsdata]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full_t251];tsk_transform_[dl_raw]_[camsdata_t251_r1]_[measurement_full];2025-08-19T06:20:03.016Z;SUCCEEDED;DL_INTERFACE.camsdata_t251_r1;DL_RAW.camsdata_t251_r1;5
i$cam.v$soi_akciz_1151095;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument]_[measurement];2025-08-08T08:27:16.604Z;SUCCEEDED;dl_interface.CAMsNBO_INCsDOCUMENT;dl_raw.CAMsNBO_INCsDOCUMENT;5
i$cam.v$soi_vodnal;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument_state]_[measurement];2025-08-08T08:01:05.669Z;SUCCEEDED;dl_interface.CAMsNBO_INCsDOCUMENT_STATE;dl_raw.CAMsNBO_INCsDOCUMENT_STATE;5
i$cam.v$soi_vodnal;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument_taxpayer]_[measurement_full];2025-08-08T07:52:04.812Z;SUCCEEDED;DL_INTERFACE.CAMsNBO_INCsDOCUMENT_TAXPAYER;DL_RAW.CAMsNBO_INCsDOCUMENT_TAXPAYER;5
i$cam.v$soi_akciz_1151095;wf_[postgresql]_[tsd_knp]_[camsdata]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full_179];tsk_transform_[dl_raw]_[camsdata_t748_r1]_[measurement_full];2025-08-18T19:31:15.072Z;SUCCEEDED;DL_INTERFACE.camsdata_t748_r1;DL_RAW.camsdata_t748_r1;5
i$cam.v$soi_lic_zhm;wf_[adh3_hive]_[dp_dsb]_[dl_raw]_2_[adh1_hive]_[dp_dsb]_[dl_raw]_[full_t97_copy_data];tsk_import_[dl_raw]_[camsdata_t097_r1]_[copy_data];2025-08-18T22:13:14.272Z;SUCCEEDED;DL_RAW.camsdata_t097_r1;DL_RAW.camsdata_t097_r1;5
i$cam.v$soi_akciz_1151095;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument_state]_[measurement];2025-08-08T08:01:05.669Z;SUCCEEDED;dl_interface.CAMsNBO_INCsDOCUMENT_STATE;dl_raw.CAMsNBO_INCsDOCUMENT_STATE;5
i$cam.v$soi_lic_zhm;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incsdocument_state]_[measurement];2025-08-08T08:01:05.669Z;SUCCEEDED;dl_interface.CAMsNBO_INCsDOCUMENT_STATE;dl_raw.CAMsNBO_INCsDOCUMENT_STATE;5
i$cam.v$soi_vodnal;wf_[postgresql]_[tsd_knp]_[camsnbo]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full];tsk_transform_[dl_raw]_[camsnbo_incscomplect]_[measurement_full];2025-08-08T07:44:04.960Z;SUCCEEDED;DL_INTERFACE.CAMsNBO_INCsCOMPLECT;DL_RAW.CAMsNBO_INCsCOMPLECT;5
i$cam.v$soi_lic_zhm;wf_[postgresql]_[tsd_knp]_[camsdata]_2_[adh3_hive]_[dp_dsb]_[dl_raw]_[full_t97];tsk_transform_[dl_raw]_[camsdata_t097_r1]_[measurement_full];2025-08-18T21:59:02.352Z;SUCCEEDED;DL_INTERFACE.camsdata_t097_r1;DL_RAW.camsdata_t097_r1;5
i$cam.v$soi_lic_zhm;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;3
i$cam.v$soi_akciz_1151095;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;3
i$cam.v$soi_vodnal;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;3
i$cam.v$soi_lic_zhm;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;4
i$cam.v$soi_vodnal;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;4
i$cam.v$soi_akciz_1151095;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;4
i$cam.v$soi_vodnal;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;5
i$cam.v$soi_akciz_1151095;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;5
i$cam.v$soi_lic_zhm;;;;;DL_RAW.camsnbo_incsdocument;DL_RAW.camsnbo_incsdocument;5
